student,exam
2025310095,OOP
2025310095,LINUX
2025310095,LINALG
2025310095,MANAL1
2025310095,STAT
2025310095,ENG2
2025310096,OOP
2025310096,LINUX
2025310096,LINALG
2025310096,MANAL1
2025310096,STAT
2025310096,ENG2
2025310097,OOP
2025310097,LINUX
2025310097,LINALG
2025310097,MANAL1
2025310097,STAT
2025310097,ENG2
2025310098,OOP
2025310098,LINUX
2025310098,LINALG
2025310098,MANAL1
2025310098,STAT
2025310098,ENG2
2025310099,OOP
2025310099,LINUX
2025310099,LINALG
2025310099,MANAL1
2025310099,STAT
2025310099,ENG2
2025310100,OOP
2025310100,LINUX
2025310100,LINALG
2025310100,MANAL1
2025310100,STAT
2025310100,ENG2
2025310101,OOP
2025310101,LINUX
2025310101,LINALG
2025310101,MANAL1
2025310101,STAT
2025310101,ENG2
2025310102,OOP
2025310102,LINUX
2025310102,LINALG
2025310102,MANAL1
2025310102,STAT
2025310102,ENG2
2025310103,OOP
2025310103,LINUX
2025310103,LINALG
2025310103,MANAL1
2025310103,STAT
2025310103,ENG2
2025310104,OOP
2025310104,LINUX
2025310104,LINALG
2025310104,MANAL1
2025310104,STAT
2025310104,ENG2
2025310105,OOP
2025310105,LINUX
2025310105,LINALG
2025310105,MANAL1
2025310105,STAT
2025310105,ENG2
2025310106,OOP
2025310106,LINUX
2025310106,LINALG
2025310106,MANAL1
2025310106,STAT
2025310106,ENG2
2025310107,OOP
2025310107,LINUX
2025310107,LINALG
2025310107,MANAL1
2025310107,STAT
2025310107,ENG2
2025310108,OOP
2025310108,LINUX
2025310108,LINALG
2025310108,MANAL1
2025310108,STAT
2025310108,ENG2
2025310109,OOP
2025310109,LINUX
2025310109,LINALG
2025310109,MANAL1
2025310109,STAT
2025310109,ENG2
2025310110,OOP
2025310110,LINUX
2025310110,LINALG
2025310110,MANAL1
2025310110,STAT
2025310110,ENG2
2025310111,OOP
2025310111,LINUX
2025310111,LINALG
2025310111,MANAL1
2025310111,STAT
2025310111,ENG2
2025310112,OOP
2025310112,LINUX
2025310112,LINALG
2025310112,MANAL1
2025310112,STAT
2025310112,ENG2
2025310113,OOP
2025310113,LINUX
2025310113,LINALG
2025310113,MANAL1
2025310113,STAT
2025310113,ENG2
2025310114,OOP
2025310114,LINUX
2025310114,LINALG
2025310114,MANAL1
2025310114,STAT
2025310114,ENG2
2025310115,OOP
2025310115,LINUX
2025310115,LINALG
2025310115,MANAL1
2025310115,STAT
2025310115,ENG2
2025310116,OOP
2025310116,LINUX
2025310116,LINALG
2025310116,MANAL1
2025310116,STAT
2025310116,ENG2
2025310117,OOP
2025310117,LINUX
2025310117,LINALG
2025310117,MANAL1
2025310117,STAT
2025310117,ENG2
2025310118,OOP
2025310118,LINUX
2025310118,LINALG
2025310118,MANAL1
2025310118,STAT
2025310118,ENG2
2025310119,OOP
2025310119,LINUX
2025310119,LINALG
2025310119,MANAL1
2025310119,STAT
2025310119,ENG2
2025310120,OOP
2025310120,LINUX
2025310120,LINALG
2025310120,MANAL1
2025310120,STAT
2025310120,ENG2
2025310121,OOP
2025310121,LINUX
2025310121,LINALG
2025310121,MANAL1
2025310121,STAT
2025310121,ENG2
2025310122,OOP
2025310122,LINUX
2025310122,LINALG
2025310122,MANAL1
2025310122,STAT
2025310122,ENG2
2025310123,OOP
2025310123,LINUX
2025310123,LINALG
2025310123,MANAL1
2025310123,STAT
2025310123,ENG2
2025310124,OOP
2025310124,LINUX
2025310124,LINALG
2025310124,MANAL1
2025310124,STAT
2025310124,ENG2
2025310125,OOP
2025310125,LINUX
2025310125,LINALG
2025310125,MANAL1
2025310125,STAT
2025310125,ENG2
2025310126,OOP
2025310126,LINUX
2025310126,LINALG
2025310126,MANAL1
2025310126,STAT
2025310126,ENG2
2025310127,OOP
2025310127,LINUX
2025310127,LINALG
2025310127,MANAL1
2025310127,STAT
2025310127,ENG2
2025310128,OOP
2025310128,LINUX
2025310128,LINALG
2025310128,MANAL1
2025310128,STAT
2025310128,ENG2
2025310129,OOP
2025310129,LINUX
2025310129,LINALG
2025310129,MANAL1
2025310129,STAT
2025310129,ENG2
2025310130,OOP
2025310130,LINUX
2025310130,LINALG
2025310130,MANAL1
2025310130,STAT
2025310130,ENG2
2025310131,OOP
2025310131,LINUX
2025310131,LINALG
2025310131,MANAL1
2025310131,STAT
2025310131,ENG2
2025310132,OOP
2025310132,LINUX
2025310132,LINALG
2025310132,MANAL1
2025310132,STAT
2025310132,ENG2
2025310133,OOP
2025310133,LINUX
2025310133,LINALG
2025310133,MANAL1
2025310133,STAT
2025310133,ENG2
2025310134,OOP
2025310134,LINUX
2025310134,LINALG
2025310134,MANAL1
2025310134,STAT
2025310134,ENG2
2025310135,OOP
2025310135,LINUX
2025310135,LINALG
2025310135,MANAL1
2025310135,STAT
2025310135,ENG2
2025310136,OOP
2025310136,LINUX
2025310136,LINALG
2025310136,MANAL1
2025310136,STAT
2025310136,ENG2
2025310137,OOP
2025310137,LINUX
2025310137,LINALG
2025310137,MANAL1
2025310137,STAT
2025310137,ENG2
2025310138,OOP
2025310138,LINUX
2025310138,LINALG
2025310138,MANAL1
2025310138,STAT
2025310138,ENG2
2025310139,OOP
2025310139,LINUX
2025310139,LINALG
2025310139,MANAL1
2025310139,STAT
2025310139,ENG2
2025310140,OOP
2025310140,LINUX
2025310140,LINALG
2025310140,MANAL1
2025310140,STAT
2025310140,ENG2
2025310141,OOP
2025310141,LINUX
2025310141,LINALG
2025310141,MANAL1
2025310141,STAT
2025310141,ENG2
2025310142,OOP
2025310142,LINUX
2025310142,LINALG
2025310142,MANAL1
2025310142,STAT
2025310142,ENG2
2025310143,OOP
2025310143,LINUX
2025310143,LINALG
2025310143,MANAL1
2025310143,STAT
2025310143,ENG2
2025310144,OOP
2025310144,LINUX
2025310144,LINALG
2025310144,MANAL1
2025310144,STAT
2025310144,ENG2
2025310145,OOP
2025310145,LINUX
2025310145,LINALG
2025310145,MANAL1
2025310145,STAT
2025310145,ENG2
2025310146,OOP
2025310146,LINUX
2025310146,LINALG
2025310146,MANAL1
2025310146,STAT
2025310146,ENG2
2025310147,OOP
2025310147,LINUX
2025310147,LINALG
2025310147,MANAL1
2025310147,STAT
2025310147,ENG2
2025310148,OOP
2025310148,LINUX
2025310148,LINALG
2025310148,MANAL1
2025310148,STAT
2025310148,ENG2
2025310149,OOP
2025310149,LINUX
2025310149,LINALG
2025310149,MANAL1
2025310149,STAT
2025310149,ENG2
2025310150,OOP
2025310150,LINUX
2025310150,LINALG
2025310150,MANAL1
2025310150,STAT
2025310150,ENG2
2025310151,OOP
2025310151,LINUX
2025310151,LINALG
2025310151,MANAL1
2025310151,STAT
2025310151,ENG2
2025310152,OOP
2025310152,LINUX
2025310152,LINALG
2025310152,MANAL1
2025310152,STAT
2025310152,ENG2
2025310153,OOP
2025310153,LINUX
2025310153,LINALG
2025310153,MANAL1
2025310153,STAT
2025310153,ENG2
2025310154,OOP
2025310154,LINUX
2025310154,LINALG
2025310154,MANAL1
2025310154,STAT
2025310154,ENG2
2025310155,OOP
2025310155,LINUX
2025310155,LINALG
2025310155,MANAL1
2025310155,STAT
2025310155,ENG2
2025310156,OOP
2025310156,LINUX
2025310156,LINALG
2025310156,MANAL1
2025310156,STAT
2025310156,ENG2
2025310157,OOP
2025310157,LINUX
2025310157,LINALG
2025310157,MANAL1
2025310157,STAT
2025310157,ENG2
2025310158,OOP
2025310158,LINUX
2025310158,LINALG
2025310158,MANAL1
2025310158,STAT
2025310158,ENG2
2025310159,OOP
2025310159,LINUX
2025310159,LINALG
2025310159,MANAL1
2025310159,STAT
2025310159,ENG2
2025310160,OOP
2025310160,LINUX
2025310160,LINALG
2025310160,MANAL1
2025310160,STAT
2025310160,ENG2
2025310161,OOP
2025310161,LINUX
2025310161,LINALG
2025310161,MANAL1
2025310161,STAT
2025310161,ENG2
2025310162,OOP
2025310162,LINUX
2025310162,LINALG
2025310162,MANAL1
2025310162,STAT
2025310162,ENG2
2025310163,OOP
2025310163,LINUX
2025310163,LINALG
2025310163,MANAL1
2025310163,STAT
2025310163,ENG2
2025310164,OOP
2025310164,LINUX
2025310164,LINALG
2025310164,MANAL1
2025310164,STAT
2025310164,ENG2
2025310165,OOP
2025310165,LINUX
2025310165,LINALG
2025310165,MANAL1
2025310165,STAT
2025310165,ENG2
2025310166,OOP
2025310166,LINUX
2025310166,LINALG
2025310166,MANAL1
2025310166,STAT
2025310166,ENG2
2025310167,OOP
2025310167,LINUX
2025310167,LINALG
2025310167,MANAL1
2025310167,STAT
2025310167,ENG2
2025310168,OOP
2025310168,LINUX
2025310168,LINALG
2025310168,MANAL1
2025310168,STAT
2025310168,ENG2
2025310169,OOP
2025310169,LINUX
2025310169,LINALG
2025310169,MANAL1
2025310169,STAT
2025310169,ENG2
2025310170,OOP
2025310170,LINUX
2025310170,LINALG
2025310170,MANAL1
2025310170,STAT
2025310170,ENG2
2025310171,OOP
2025310171,LINUX
2025310171,LINALG
2025310171,MANAL1
2025310171,STAT
2025310171,ENG2
2025310172,OOP
2025310172,LINUX
2025310172,LINALG
2025310172,MANAL1
2025310172,STAT
2025310172,ENG2
2025310173,OOP
2025310173,LINUX
2025310173,LINALG
2025310173,MANAL1
2025310173,STAT
2025310173,ENG2
2025310174,OOP
2025310174,LINUX
2025310174,LINALG
2025310174,MANAL1
2025310174,STAT
2025310174,ENG2
2025310175,OOP
2025310175,LINUX
2025310175,LINALG
2025310175,MANAL1
2025310175,STAT
2025310175,ENG2
2025310176,OOP
2025310176,LINUX
2025310176,LINALG
2025310176,MANAL1
2025310176,STAT
2025310176,ENG2
2025310177,OOP
2025310177,LINUX
2025310177,LINALG
2025310177,MANAL1
2025310177,STAT
2025310177,ENG2
2025310178,OOP
2025310178,LINUX
2025310178,LINALG
2025310178,MANAL1
2025310178,STAT
2025310178,ENG2
2025310179,OOP
2025310179,LINUX
2025310179,LINALG
2025310179,MANAL1
2025310179,STAT
2025310179,ENG2
2025310180,OOP
2025310180,LINUX
2025310180,LINALG
2025310180,MANAL1
2025310180,STAT
2025310180,ENG2
2025310181,OOP
2025310181,LINUX
2025310181,LINALG
2025310181,MANAL1
2025310181,STAT
2025310181,ENG2
2025310182,OOP
2025310182,LINUX
2025310182,LINALG
2025310182,MANAL1
2025310182,STAT
2025310182,ENG2
2025310183,OOP
2025310183,LINUX
2025310183,LINALG
2025310183,MANAL1
2025310183,STAT
2025310183,ENG2
2025310184,OOP
2025310184,LINUX
2025310184,LINALG
2025310184,MANAL1
2025310184,STAT
2025310184,ENG2
2025310185,OOP
2025310185,LINUX
2025310185,LINALG
2025310185,MANAL1
2025310185,STAT
2025310185,ENG2
2025310186,OOP
2025310186,LINUX
2025310186,LINALG
2025310186,MANAL1
2025310186,STAT
2025310186,ENG2
2025310187,OOP
2025310187,LINUX
2025310187,LINALG
2025310187,MANAL1
2025310187,STAT
2025310187,ENG2
2025310188,OOP
2025310188,LINUX
2025310188,LINALG
2025310188,MANAL1
2025310188,STAT
2025310188,ENG2
2025310189,OOP
2025310189,LINUX
2025310189,LINALG
2025310189,MANAL1
2025310189,STAT
2025310189,ENG2
2025310190,OOP
2025310190,LINUX
2025310190,LINALG
2025310190,MANAL1
2025310190,STAT
2025310190,ENG2
2025310191,OOP
2025310191,LINUX
2025310191,LINALG
2025310191,MANAL1
2025310191,STAT
2025310191,ENG2
2025310192,OOP
2025310192,LINUX
2025310192,LINALG
2025310192,MANAL1
2025310192,STAT
2025310192,ENG2
2025310193,OOP
2025310193,LINUX
2025310193,LINALG
2025310193,MANAL1
2025310193,STAT
2025310193,ENG2
2025310194,OOP
2025310194,LINUX
2025310194,LINALG
2025310194,MANAL1
2025310194,STAT
2025310194,ENG2
2025310195,OOP
2025310195,LINUX
2025310195,LINALG
2025310195,MANAL1
2025310195,STAT
2025310195,ENG2
2025310196,OOP
2025310196,LINUX
2025310196,LINALG
2025310196,MANAL1
2025310196,STAT
2025310196,ENG2
2025310197,OOP
2025310197,LINUX
2025310197,LINALG
2025310197,MANAL1
2025310197,STAT
2025310197,ENG2
2025310198,OOP
2025310198,LINUX
2025310198,LINALG
2025310198,MANAL1
2025310198,STAT
2025310198,ENG2
2025310199,OOP
2025310199,LINUX
2025310199,LINALG
2025310199,MANAL1
2025310199,STAT
2025310199,ENG2
2025310200,OOP
2025310200,LINUX
2025310200,LINALG
2025310200,MANAL1
2025310200,STAT
2025310200,ENG2
2025310201,OOP
2025310201,LINUX
2025310201,LINALG
2025310201,MANAL1
2025310201,STAT
2025310201,ENG2
2025310202,OOP
2025310202,LINUX
2025310202,LINALG
2025310202,MANAL1
2025310202,STAT
2025310202,ENG2
2025310203,OOP
2025310203,LINUX
2025310203,LINALG
2025310203,MANAL1
2025310203,STAT
2025310203,ENG2
2025310204,OOP
2025310204,LINUX
2025310204,LINALG
2025310204,MANAL1
2025310204,STAT
2025310204,ENG2
2025310205,OOP
2025310205,LINUX
2025310205,LINALG
2025310205,MANAL1
2025310205,STAT
2025310205,ENG2
2025310206,OOP
2025310206,LINUX
2025310206,LINALG
2025310206,MANAL1
2025310206,STAT
2025310206,ENG2
2025310207,OOP
2025310207,LINUX
2025310207,LINALG
2025310207,MANAL1
2025310207,STAT
2025310207,ENG2
2025310208,OOP
2025310208,LINUX
2025310208,LINALG
2025310208,MANAL1
2025310208,STAT
2025310208,ENG2
2025310209,OOP
2025310209,LINUX
2025310209,LINALG
2025310209,MANAL1
2025310209,STAT
2025310209,ENG2
2025310210,OOP
2025310210,LINUX
2025310210,LINALG
2025310210,MANAL1
2025310210,STAT
2025310210,ENG2
2025310211,OOP
2025310211,LINUX
2025310211,LINALG
2025310211,MANAL1
2025310211,STAT
2025310211,ENG2
2025310212,OOP
2025310212,LINUX
2025310212,LINALG
2025310212,MANAL1
2025310212,STAT
2025310212,ENG2
2025310213,OOP
2025310213,LINUX
2025310213,LINALG
2025310213,MANAL1
2025310213,STAT
2025310213,ENG2
2025310214,OOP
2025310214,LINUX
2025310214,LINALG
2025310214,MANAL1
2025310214,STAT
2025310214,ENG2
2025310215,OOP
2025310215,LINUX
2025310215,LINALG
2025310215,MANAL1
2025310215,STAT
2025310215,ENG2
2025310216,OOP
2025310216,LINUX
2025310216,LINALG
2025310216,MANAL1
2025310216,STAT
2025310216,ENG2
2025310217,OOP
2025310217,LINUX
2025310217,LINALG
2025310217,MANAL1
2025310217,STAT
2025310217,ENG2
2025310218,OOP
2025310218,LINUX
2025310218,LINALG
2025310218,MANAL1
2025310218,STAT
2025310218,ENG2
2025310219,OOP
2025310219,LINUX
2025310219,LINALG
2025310219,MANAL1
2025310219,STAT
2025310219,ENG2
2025310220,OOP
2025310220,LINUX
2025310220,LINALG
2025310220,MANAL1
2025310220,STAT
2025310220,ENG2
2025310221,OOP
2025310221,LINUX
2025310221,LINALG
2025310221,MANAL1
2025310221,STAT
2025310221,ENG2
2025310222,OOP
2025310222,LINUX
2025310222,LINALG
2025310222,MANAL1
2025310222,STAT
2025310222,ENG2
2025310223,OOP
2025310223,LINUX
2025310223,LINALG
2025310223,MANAL1
2025310223,STAT
2025310223,ENG2
2025310224,OOP
2025310224,LINUX
2025310224,LINALG
2025310224,MANAL1
2025310224,STAT
2025310224,ENG2
2025310225,OOP
2025310225,LINUX
2025310225,LINALG
2025310225,MANAL1
2025310225,STAT
2025310225,ENG2
2025310226,OOP
2025310226,LINUX
2025310226,LINALG
2025310226,MANAL1
2025310226,STAT
2025310226,ENG2
2025310227,OOP
2025310227,LINUX
2025310227,LINALG
2025310227,MANAL1
2025310227,STAT
2025310227,ENG2
2025310228,OOP
2025310228,LINUX
2025310228,LINALG
2025310228,MANAL1
2025310228,STAT
2025310228,ENG2
2025310229,OOP
2025310229,LINUX
2025310229,LINALG
2025310229,MANAL1
2025310229,STAT
2025310229,ENG2
2025310230,OOP
2025310230,LINUX
2025310230,LINALG
2025310230,MANAL1
2025310230,STAT
2025310230,ENG2
2025310231,OOP
2025310231,LINUX
2025310231,LINALG
2025310231,MANAL1
2025310231,STAT
2025310231,ENG2
2025310232,OOP
2025310232,LINUX
2025310232,LINALG
2025310232,MANAL1
2025310232,STAT
2025310232,ENG2
2025310233,OOP
2025310233,LINUX
2025310233,LINALG
2025310233,MANAL1
2025310233,STAT
2025310233,ENG2
2025310234,OOP
2025310234,LINUX
2025310234,LINALG
2025310234,MANAL1
2025310234,STAT
2025310234,ENG2
2025310235,OOP
2025310235,LINUX
2025310235,LINALG
2025310235,MANAL1
2025310235,STAT
2025310235,ENG2
2025310236,OOP
2025310236,LINUX
2025310236,LINALG
2025310236,MANAL1
2025310236,STAT
2025310236,ENG2
2025310237,OOP
2025310237,LINUX
2025310237,LINALG
2025310237,MANAL1
2025310237,STAT
2025310237,ENG2
