student,exam
2025310015,ENG1
2025310015,CTCS
2025310015,OOP
2025310015,LINUX
2025310015,LINALG
2025310015,MANAL1
2025310015,STAT
2025310015,ENG2
2025310015,HOA1
2025310015,CITZ
2025310016,FMAT
2025310016,DSA1
2025310016,DSYS
2025310016,ITE
2025310016,ENG1
2025310016,CTCS
2025310016,OOP
2025310016,LINUX
2025310016,LINALG
2025310016,MANAL1
2025310016,STAT
2025310016,ENG2
2025310016,HOA1
2025310016,CITZ
2025310017,FMAT
2025310017,DSA1
2025310017,DSYS
2025310017,ITE
2025310017,ENG1
2025310017,CTCS
2025310017,OOP
2025310017,LINUX
2025310017,LINALG
2025310017,MANAL1
2025310017,STAT
2025310017,ENG2
2025310017,HOA1
2025310017,CITZ
2025310018,FMAT
2025310018,DSA1
2025310018,DSYS
2025310018,ITE
2025310018,ENG1
2025310018,CTCS
2025310018,OOP
2025310018,LINUX
2025310018,LINALG
2025310018,MANAL1
2025310018,STAT
2025310018,ENG2
2025310018,HOA1
2025310018,CITZ
2025310019,FMAT
2025310019,DSA1
2025310019,DSYS
2025310019,ITE
2025310019,ENG1
2025310019,CTCS
2025310019,OOP
2025310019,LINUX
2025310019,LINALG
2025310019,MANAL1
2025310019,STAT
2025310019,ENG2
2025310019,HOA1
2025310019,CITZ
2025310020,FMAT
2025310020,DSA1
2025310020,DSYS
2025310020,ITE
2025310020,ENG1
2025310020,CTCS
2025310020,OOP
2025310020,LINUX
2025310020,LINALG
2025310020,MANAL1
2025310020,STAT
2025310020,ENG2
2025310020,HOA1
2025310020,CITZ
2025310021,FMAT
2025310021,DSA1
2025310021,DSYS
2025310021,ITE
2025310021,ENG1
2025310021,CTCS
2025310021,OOP
2025310021,LINUX
2025310021,LINALG
2025310021,MANAL1
2025310021,STAT
2025310021,ENG2
2025310021,HOA1
2025310021,CITZ
2025310022,FMAT
2025310022,DSA1
2025310022,DSYS
2025310022,ITE
2025310022,ENG1
2025310022,CTCS
2025310022,OOP
2025310022,LINUX
2025310022,LINALG
2025310022,MANAL1
2025310022,STAT
2025310022,ENG2
2025310022,HOA1
2025310022,CITZ
2025310023,FMAT
2025310023,DSA1
2025310023,DSYS
2025310023,ITE
2025310023,ENG1
2025310023,CTCS
2025310023,OOP
2025310023,LINUX
2025310023,LINALG
2025310023,MANAL1
2025310023,STAT
2025310023,ENG2
2025310023,HOA1
2025310023,CITZ
2025310024,FMAT
2025310024,DSA1
2025310024,DSYS
2025310024,ITE
2025310024,ENG1
2025310024,CTCS
2025310024,OOP
2025310024,LINUX
2025310024,LINALG
2025310024,MANAL1
2025310024,STAT
2025310024,ENG2
2025310024,HOA1
2025310024,CITZ
2025310025,FMAT
2025310025,DSA1
2025310025,DSYS
2025310025,ITE
2025310025,ENG1
2025310025,CTCS
2025310025,OOP
2025310025,LINUX
2025310025,LINALG
2025310025,MANAL1
2025310025,STAT
2025310025,ENG2
2025310025,HOA1
2025310025,CITZ
2025310026,FMAT
2025310026,DSA1
2025310026,DSYS
2025310026,ITE
2025310026,ENG1
2025310026,CTCS
2025310026,OOP
2025310026,LINUX
2025310026,LINALG
2025310026,MANAL1
2025310026,STAT
2025310026,ENG2
2025310026,HOA1
2025310026,CITZ
2025310027,FMAT
2025310027,DSA1
2025310027,DSYS
2025310027,ITE
2025310027,ENG1
2025310027,CTCS
2025310027,OOP
2025310027,LINUX
2025310027,LINALG
2025310027,MANAL1
2025310027,STAT
2025310027,ENG2
2025310027,HOA1
2025310027,CITZ
2025310028,FMAT
2025310028,DSA1
2025310028,DSYS
2025310028,ITE
2025310028,ENG1
2025310028,CTCS
2025310028,OOP
2025310028,LINUX
2025310028,LINALG
2025310028,MANAL1
2025310028,STAT
2025310028,ENG2
2025310028,HOA1
2025310028,CITZ
2025310029,FMAT
2025310029,DSA1
2025310029,DSYS
2025310029,ITE
2025310029,ENG1
2025310029,CTCS
2025310029,OOP
2025310029,LINUX
2025310029,LINALG
2025310029,MANAL1
2025310029,STAT
2025310029,ENG2
2025310029,HOA1
2025310029,CITZ
2025310030,FMAT
2025310030,DSA1
2025310030,DSYS
2025310030,ITE
2025310030,ENG1
2025310030,CTCS
2025310030,OOP
2025310030,LINUX
2025310030,LINALG
2025310030,MANAL1
2025310030,STAT
2025310030,ENG2
2025310030,HOA1
2025310030,CITZ
2025310031,FMAT
2025310031,DSA1
2025310031,DSYS
2025310031,ITE
2025310031,ENG1
2025310031,CTCS
2025310031,OOP
2025310031,LINUX
2025310031,LINALG
2025310031,MANAL1
2025310031,STAT
2025310031,ENG2
2025310031,HOA1
2025310031,CITZ
2025310032,FMAT
2025310032,DSA1
2025310032,DSYS
2025310032,ITE
2025310032,ENG1
2025310032,CTCS
2025310032,OOP
2025310032,LINUX
2025310032,LINALG
2025310032,MANAL1
2025310032,STAT
2025310032,ENG2
2025310032,HOA1
2025310032,CITZ
2025310033,FMAT
2025310033,DSA1
2025310033,DSYS
2025310033,ITE
2025310033,ENG1
2025310033,CTCS
2025310033,OOP
2025310033,LINUX
2025310033,LINALG
2025310033,MANAL1
2025310033,STAT
2025310033,ENG2
2025310033,HOA1
2025310033,CITZ
2025310034,FMAT
2025310034,DSA1
2025310034,DSYS
2025310034,ITE
2025310034,ENG1
2025310034,CTCS
2025310034,OOP
2025310034,LINUX
2025310034,LINALG
2025310034,MANAL1
2025310034,STAT
2025310034,ENG2
2025310034,HOA1
2025310034,CITZ
2025310035,FMAT
2025310035,DSA1
2025310035,DSYS
2025310035,ITE
2025310035,ENG1
2025310035,CTCS
2025310035,OOP
2025310035,LINUX
2025310035,LINALG
2025310035,MANAL1
2025310035,STAT
2025310035,ENG2
2025310035,HOA1
2025310035,CITZ
2025310036,FMAT
2025310036,DSA1
2025310036,DSYS
2025310036,ITE
2025310036,ENG1
2025310036,CTCS
2025310036,OOP
2025310036,LINUX
2025310036,LINALG
2025310036,MANAL1
2025310036,STAT
2025310036,ENG2
2025310036,HOA1
2025310036,CITZ
2025310037,FMAT
2025310037,DSA1
2025310037,DSYS
2025310037,ITE
2025310037,ENG1
2025310037,CTCS
2025310037,OOP
2025310037,LINUX
2025310037,LINALG
2025310037,MANAL1
2025310037,STAT
2025310037,ENG2
2025310037,HOA1
2025310037,CITZ
2025310038,FMAT
2025310038,DSA1
2025310038,DSYS
2025310038,ITE
2025310038,ENG1
2025310038,CTCS
2025310038,OOP
2025310038,LINUX
2025310038,LINALG
2025310038,MANAL1
2025310038,STAT
2025310038,ENG2
2025310038,HOA1
2025310038,CITZ
2025310039,FMAT
2025310039,DSA1
2025310039,DSYS
2025310039,ITE
2025310039,ENG1
2025310039,CTCS
2025310039,OOP
2025310039,LINUX
2025310039,LINALG
2025310039,MANAL1
2025310039,STAT
2025310039,ENG2
2025310039,HOA1
2025310039,CITZ
2025310040,FMAT
2025310040,DSA1
2025310040,DSYS
2025310040,ITE
2025310040,ENG1
2025310040,CTCS
2025310040,OOP
2025310040,LINUX
2025310040,LINALG
2025310040,MANAL1
2025310040,STAT
2025310040,ENG2
2025310040,HOA1
2025310040,CITZ
2025310041,FMAT
2025310041,DSA1
2025310041,DSYS
2025310041,ITE
2025310041,ENG1
2025310041,CTCS
2025310041,OOP
2025310041,LINUX
2025310041,LINALG
2025310041,MANAL1
2025310041,STAT
2025310041,ENG2
2025310041,HOA1
2025310041,CITZ
2025310042,FMAT
2025310042,DSA1
2025310042,DSYS
2025310042,ITE
2025310042,ENG1
2025310042,CTCS
2025310042,OOP
2025310042,LINUX
2025310042,LINALG
2025310042,MANAL1
2025310042,STAT
2025310042,ENG2
2025310042,HOA1
2025310042,CITZ
2025310043,FMAT
2025310043,DSA1
2025310043,DSYS
2025310043,ITE
2025310043,ENG1
2025310043,CTCS
2025310043,OOP
2025310043,LINUX
2025310043,LINALG
2025310043,MANAL1
2025310043,STAT
2025310043,ENG2
2025310043,HOA1
2025310043,CITZ
2025310044,FMAT
2025310044,DSA1
2025310044,DSYS
2025310044,ITE
2025310044,ENG1
2025310044,CTCS
2025310044,OOP
2025310044,LINUX
2025310044,LINALG
2025310044,MANAL1
2025310044,STAT
2025310044,ENG2
2025310044,HOA1
2025310044,CITZ
2025310045,FMAT
2025310045,DSA1
2025310045,DSYS
2025310045,ITE
2025310045,ENG1
2025310045,CTCS
2025310045,OOP
2025310045,LINUX
2025310045,LINALG
2025310045,MANAL1
2025310045,STAT
2025310045,ENG2
2025310045,HOA1
2025310045,CITZ
2025310046,FMAT
2025310046,DSA1
2025310046,DSYS
2025310046,ITE
2025310046,ENG1
2025310046,CTCS
2025310046,OOP
2025310046,LINUX
2025310046,LINALG
2025310046,MANAL1
2025310046,STAT
2025310046,ENG2
2025310046,HOA1
2025310046,CITZ
2025310047,FMAT
2025310047,DSA1
2025310047,DSYS
2025310047,ITE
2025310047,ENG1
2025310047,CTCS
2025310047,OOP
2025310047,LINUX
2025310047,LINALG
2025310047,MANAL1
2025310047,STAT
2025310047,ENG2
2025310047,HOA1
2025310047,CITZ
2025310048,FMAT
2025310048,DSA1
2025310048,DSYS
2025310048,ITE
2025310048,ENG1
2025310048,CTCS
2025310048,OOP
2025310048,LINUX
2025310048,LINALG
2025310048,MANAL1
2025310048,STAT
2025310048,ENG2
2025310048,HOA1
2025310048,CITZ
2025310049,FMAT
2025310049,DSA1
2025310049,DSYS
2025310049,ITE
2025310049,ENG1
2025310049,CTCS
2025310049,OOP
2025310049,LINUX
2025310049,LINALG
2025310049,MANAL1
2025310049,STAT
2025310049,ENG2
2025310049,HOA1
2025310049,CITZ
2025310050,FMAT
2025310050,DSA1
2025310050,DSYS
2025310050,ITE
2025310050,ENG1
2025310050,CTCS
2025310050,OOP
2025310050,LINUX
2025310050,LINALG
2025310050,MANAL1
2025310050,STAT
2025310050,ENG2
2025310050,HOA1
2025310050,CITZ
2025310051,FMAT
2025310051,DSA1
2025310051,DSYS
2025310051,ITE
2025310051,ENG1
2025310051,CTCS
2025310051,OOP
2025310051,LINUX
2025310051,LINALG
2025310051,MANAL1
2025310051,STAT
2025310051,ENG2
2025310051,HOA1
2025310051,CITZ
2025310052,FMAT
2025310052,DSA1
2025310052,DSYS
2025310052,ITE
2025310052,ENG1
2025310052,CTCS
2025310052,OOP
2025310052,LINUX
2025310052,LINALG
2025310052,MANAL1
2025310052,STAT
2025310052,ENG2
2025310052,HOA1
2025310052,CITZ
2025310053,FMAT
2025310053,DSA1
2025310053,DSYS
2025310053,ITE
2025310053,ENG1
2025310053,CTCS
2025310053,OOP
2025310053,LINUX
2025310053,LINALG
2025310053,MANAL1
2025310053,STAT
2025310053,ENG2
2025310053,HOA1
2025310053,CITZ
2025310054,FMAT
2025310054,DSA1
2025310054,DSYS
2025310054,ITE
2025310054,ENG1
2025310054,CTCS
2025310054,OOP
2025310054,LINUX
2025310054,LINALG
2025310054,MANAL1
2025310054,STAT
2025310054,ENG2
2025310054,HOA1
2025310054,CITZ
2025310055,FMAT
2025310055,DSA1
2025310055,DSYS
2025310055,ITE
2025310055,ENG1
2025310055,CTCS
2025310055,OOP
2025310055,LINUX
2025310055,LINALG
2025310055,MANAL1
2025310055,STAT
2025310055,ENG2
2025310055,HOA1
2025310055,CITZ
2025310056,FMAT
2025310056,DSA1
2025310056,DSYS
2025310056,ITE
2025310056,ENG1
2025310056,CTCS
2025310056,OOP
2025310056,LINUX
2025310056,LINALG
2025310056,MANAL1
2025310056,STAT
2025310056,ENG2
2025310056,HOA1
2025310056,CITZ
2025310057,FMAT
2025310057,DSA1
2025310057,DSYS
2025310057,ITE
2025310057,ENG1
2025310057,CTCS
2025310057,OOP
2025310057,LINUX
2025310057,LINALG
2025310057,MANAL1
2025310057,STAT
2025310057,ENG2
2025310057,HOA1
2025310057,CITZ
2025310058,FMAT
2025310058,DSA1
2025310058,DSYS
2025310058,ITE
2025310058,ENG1
2025310058,CTCS
2025310058,OOP
2025310058,LINUX
2025310058,LINALG
2025310058,MANAL1
2025310058,STAT
2025310058,ENG2
2025310058,HOA1
2025310058,CITZ
2025310059,FMAT
2025310059,DSA1
2025310059,DSYS
2025310059,ITE
2025310059,ENG1
2025310059,CTCS
2025310059,OOP
2025310059,LINUX
2025310059,LINALG
2025310059,MANAL1
2025310059,STAT
2025310059,ENG2
2025310059,HOA1
2025310059,CITZ
2025310060,FMAT
2025310060,DSA1
2025310060,DSYS
2025310060,ITE
2025310060,ENG1
2025310060,CTCS
2025310060,OOP
2025310060,LINUX
2025310060,LINALG
2025310060,MANAL1
2025310060,STAT
2025310060,ENG2
2025310060,HOA1
2025310060,CITZ
2025310061,FMAT
2025310061,DSA1
2025310061,DSYS
2025310061,ITE
2025310061,ENG1
2025310061,CTCS
2025310061,OOP
2025310061,LINUX
2025310061,LINALG
2025310061,MANAL1
2025310061,STAT
2025310061,ENG2
2025310061,HOA1
2025310061,CITZ
2025310062,FMAT
2025310062,DSA1
2025310062,DSYS
2025310062,ITE
2025310062,ENG1
2025310062,CTCS
2025310062,OOP
2025310062,LINUX
2025310062,LINALG
2025310062,MANAL1
2025310062,STAT
2025310062,ENG2
2025310062,HOA1
2025310062,CITZ
2025310063,FMAT
2025310063,DSA1
2025310063,DSYS
2025310063,ITE
2025310063,ENG1
2025310063,CTCS
2025310063,OOP
2025310063,LINUX
2025310063,LINALG
2025310063,MANAL1
2025310063,STAT
2025310063,ENG2
2025310063,HOA1
2025310063,CITZ
2025310064,FMAT
2025310064,DSA1
2025310064,DSYS
2025310064,ITE
2025310064,ENG1
2025310064,CTCS
2025310064,OOP
2025310064,LINUX
2025310064,LINALG
2025310064,MANAL1
2025310064,STAT
2025310064,ENG2
2025310064,HOA1
2025310064,CITZ
2025310065,FMAT
2025310065,DSA1
2025310065,DSYS
2025310065,ITE
2025310065,ENG1
2025310065,CTCS
2025310065,OOP
2025310065,LINUX
2025310065,LINALG
2025310065,MANAL1
2025310065,STAT
2025310065,ENG2
2025310065,HOA1
2025310065,CITZ
2025310066,FMAT
2025310066,DSA1
2025310066,DSYS
2025310066,ITE
2025310066,ENG1
2025310066,CTCS
2025310066,OOP
2025310066,LINUX
2025310066,LINALG
2025310066,MANAL1
2025310066,STAT
2025310066,ENG2
2025310066,HOA1
2025310066,CITZ
2025310067,FMAT
2025310067,DSA1
2025310067,DSYS
2025310067,ITE
2025310067,ENG1
2025310067,CTCS
2025310067,OOP
2025310067,LINUX
2025310067,LINALG
2025310067,MANAL1
2025310067,STAT
2025310067,ENG2
2025310067,HOA1
2025310067,CITZ
2025310068,FMAT
2025310068,DSA1
2025310068,DSYS
2025310068,ITE
2025310068,ENG1
2025310068,CTCS
2025310068,OOP
2025310068,LINUX
2025310068,LINALG
2025310068,MANAL1
2025310068,STAT
2025310068,ENG2
2025310068,HOA1
2025310068,CITZ
2025310069,FMAT
2025310069,DSA1
2025310069,DSYS
2025310069,ITE
2025310069,ENG1
2025310069,CTCS
2025310069,OOP
2025310069,LINUX
2025310069,LINALG
2025310069,MANAL1
2025310069,STAT
2025310069,ENG2
2025310069,HOA1
2025310069,CITZ
2025310070,FMAT
2025310070,DSA1
2025310070,DSYS
2025310070,ITE
2025310070,ENG1
2025310070,CTCS
2025310070,OOP
2025310070,LINUX
2025310070,LINALG
2025310070,MANAL1
2025310070,STAT
2025310070,ENG2
2025310070,HOA1
2025310070,CITZ
2025310071,FMAT
2025310071,DSA1
2025310071,DSYS
2025310071,ITE
2025310071,ENG1
2025310071,CTCS
2025310071,OOP
2025310071,LINUX
2025310071,LINALG
2025310071,MANAL1
2025310071,STAT
2025310071,ENG2
2025310071,HOA1
2025310071,CITZ
2025310072,FMAT
2025310072,DSA1
2025310072,DSYS
2025310072,ITE
2025310072,ENG1
2025310072,CTCS
2025310072,OOP
2025310072,LINUX
2025310072,LINALG
2025310072,MANAL1
2025310072,STAT
2025310072,ENG2
2025310072,HOA1
2025310072,CITZ
2025310073,FMAT
2025310073,DSA1
2025310073,DSYS
2025310073,ITE
2025310073,ENG1
2025310073,CTCS
2025310073,OOP
2025310073,LINUX
2025310073,LINALG
2025310073,MANAL1
2025310073,STAT
2025310073,ENG2
2025310073,HOA1
2025310073,CITZ
2025310074,FMAT
2025310074,DSA1
2025310074,DSYS
2025310074,ITE
2025310074,ENG1
2025310074,CTCS
2025310074,OOP
2025310074,LINUX
2025310074,LINALG
2025310074,MANAL1
2025310074,STAT
2025310074,ENG2
2025310074,HOA1
2025310074,CITZ
2025310075,FMAT
2025310075,DSA1
2025310075,DSYS
2025310075,ITE
2025310075,ENG1
2025310075,CTCS
2025310075,OOP
2025310075,LINUX
2025310075,LINALG
2025310075,MANAL1
2025310075,STAT
2025310075,ENG2
2025310075,HOA1
2025310075,CITZ
2025310076,FMAT
2025310076,DSA1
2025310076,DSYS
2025310076,ITE
2025310076,ENG1
2025310076,CTCS
2025310076,OOP
2025310076,LINUX
2025310076,LINALG
2025310076,MANAL1
2025310076,STAT
2025310076,ENG2
2025310076,HOA1
2025310076,CITZ
2025310077,FMAT
2025310077,DSA1
2025310077,DSYS
2025310077,ITE
2025310077,ENG1
2025310077,CTCS
2025310077,OOP
2025310077,LINUX
2025310077,LINALG
2025310077,MANAL1
2025310077,STAT
2025310077,ENG2
2025310077,HOA1
2025310077,CITZ
2025310078,FMAT
2025310078,DSA1
2025310078,DSYS
2025310078,ITE
2025310078,ENG1
2025310078,CTCS
2025310078,OOP
2025310078,LINUX
2025310078,LINALG
2025310078,MANAL1
2025310078,STAT
2025310078,ENG2
2025310078,HOA1
2025310078,CITZ
2025310079,FMAT
2025310079,DSA1
2025310079,DSYS
2025310079,ITE
2025310079,ENG1
2025310079,CTCS
2025310079,OOP
2025310079,LINUX
2025310079,LINALG
2025310079,MANAL1
2025310079,STAT
2025310079,ENG2
2025310079,HOA1
2025310079,CITZ
2025310080,FMAT
2025310080,DSA1
2025310080,DSYS
2025310080,ITE
2025310080,ENG1
2025310080,CTCS
2025310080,OOP
2025310080,LINUX
2025310080,LINALG
2025310080,MANAL1
2025310080,STAT
2025310080,ENG2
2025310080,HOA1
2025310080,CITZ
2025310081,FMAT
2025310081,DSA1
2025310081,DSYS
2025310081,ITE
2025310081,ENG1
2025310081,CTCS
2025310081,OOP
2025310081,LINUX
2025310081,LINALG
2025310081,MANAL1
2025310081,STAT
2025310081,ENG2
2025310081,HOA1
2025310081,CITZ
2025310082,FMAT
2025310082,DSA1
2025310082,DSYS
2025310082,ITE
2025310082,ENG1
2025310082,CTCS
2025310082,OOP
2025310082,LINUX
2025310082,LINALG
2025310082,MANAL1
2025310082,STAT
2025310082,ENG2
2025310082,HOA1
2025310082,CITZ
2025310083,FMAT
2025310083,DSA1
2025310083,DSYS
2025310083,ITE
2025310083,ENG1
2025310083,CTCS
2025310083,OOP
2025310083,LINUX
2025310083,LINALG
2025310083,MANAL1
2025310083,STAT
2025310083,ENG2
2025310083,HOA1
2025310083,CITZ
2025310084,FMAT
2025310084,DSA1
2025310084,DSYS
2025310084,ITE
2025310084,ENG1
2025310084,CTCS
2025310084,OOP
2025310084,LINUX
2025310084,LINALG
2025310084,MANAL1
2025310084,STAT
2025310084,ENG2
2025310084,HOA1
2025310084,CITZ
2025310085,FMAT
2025310085,DSA1
2025310085,DSYS
2025310085,ITE
2025310085,ENG1
2025310085,CTCS
2025310085,OOP
2025310085,LINUX
2025310085,LINALG
2025310085,MANAL1
2025310085,STAT
2025310085,ENG2
2025310085,HOA1
2025310085,CITZ
2025310086,FMAT
2025310086,DSA1
2025310086,DSYS
2025310086,ITE
2025310086,ENG1
2025310086,CTCS
2025310086,OOP
2025310086,LINUX
2025310086,LINALG
2025310086,MANAL1
2025310086,STAT
2025310086,ENG2
2025310086,HOA1
2025310086,CITZ
2025310087,FMAT
2025310087,DSA1
2025310087,DSYS
2025310087,ITE
2025310087,ENG1
2025310087,CTCS
2025310087,OOP
2025310087,LINUX
2025310087,LINALG
2025310087,MANAL1
2025310087,STAT
2025310087,ENG2
2025310087,HOA1
2025310087,CITZ
2025310088,FMAT
2025310088,DSA1
2025310088,DSYS
2025310088,ITE
2025310088,ENG1
2025310088,CTCS
2025310088,OOP
2025310088,LINUX
2025310088,LINALG
2025310088,MANAL1
2025310088,STAT
2025310088,ENG2
2025310088,HOA1
2025310088,CITZ
2025310089,FMAT
2025310089,DSA1
2025310089,DSYS
2025310089,ITE
2025310089,ENG1
2025310089,CTCS
2025310089,OOP
2025310089,LINUX
2025310089,LINALG
2025310089,MANAL1
2025310089,STAT
2025310089,ENG2
2025310089,HOA1
2025310089,CITZ
2025310090,FMAT
2025310090,DSA1
2025310090,DSYS
2025310090,ITE
2025310090,ENG1
2025310090,CTCS
2025310090,OOP
2025310090,LINUX
2025310090,LINALG
2025310090,MANAL1
2025310090,STAT
2025310090,ENG2
2025310090,HOA1
2025310090,CITZ
2025310091,FMAT
2025310091,DSA1
2025310091,DSYS
2025310091,ITE
2025310091,ENG1
2025310091,CTCS
2025310091,OOP
2025310091,LINUX
2025310091,LINALG
2025310091,MANAL1
2025310091,STAT
2025310091,ENG2
2025310091,HOA1
2025310091,CITZ
2025310092,FMAT
2025310092,DSA1
2025310092,DSYS
2025310092,ITE
2025310092,ENG1
2025310092,CTCS
2025310092,OOP
2025310092,LINUX
2025310092,LINALG
2025310092,MANAL1
2025310092,STAT
2025310092,ENG2
2025310092,HOA1
2025310092,CITZ
2025310093,FMAT
2025310093,DSA1
2025310093,DSYS
2025310093,ITE
2025310093,ENG1
2025310093,CTCS
2025310093,OOP
2025310093,LINUX
2025310093,LINALG
2025310093,MANAL1
2025310093,STAT
2025310093,ENG2
2025310093,HOA1
2025310093,CITZ
2025310094,FMAT
2025310094,DSA1
2025310094,DSYS
2025310094,ITE
2025310094,ENG1
2025310094,CTCS
2025310094,OOP
2025310094,LINUX
2025310094,LINALG
2025310094,MANAL1
2025310094,STAT
2025310094,ENG2
2025310094,HOA1
2025310094,CITZ
2025310095,FMAT
2025310095,DSA1
2025310095,DSYS
2025310095,ITE
2025310095,ENG1
2025310095,CTCS
2025310095,OOP
2025310095,LINUX
2025310095,LINALG
2025310095,MANAL1
2025310095,STAT
2025310095,ENG2
2025310095,HOA1
2025310095,CITZ
2025310096,FMAT
2025310096,DSA1
2025310096,DSYS
2025310096,ITE
2025310096,ENG1
2025310096,CTCS
2025310096,OOP
2025310096,LINUX
2025310096,LINALG
2025310096,MANAL1
2025310096,STAT
2025310096,ENG2
2025310096,HOA1
2025310096,CITZ
2025310097,FMAT
2025310097,DSA1
2025310097,DSYS
2025310097,ITE
2025310097,ENG1
2025310097,CTCS
2025310097,OOP
2025310097,LINUX
2025310097,LINALG
2025310097,MANAL1
2025310097,STAT
2025310097,ENG2
2025310097,HOA1
2025310097,CITZ
2025310098,FMAT
2025310098,DSA1
2025310098,DSYS
2025310098,ITE
2025310098,ENG1
2025310098,CTCS
2025310098,OOP
2025310098,LINUX
2025310098,LINALG
2025310098,MANAL1
2025310098,STAT
2025310098,ENG2
2025310098,HOA1
2025310098,CITZ
2025310099,FMAT
2025310099,DSA1
2025310099,DSYS
2025310099,ITE
2025310099,ENG1
2025310099,CTCS
2025310099,OOP
2025310099,LINUX
2025310099,LINALG
2025310099,MANAL1
2025310099,STAT
2025310099,ENG2
2025310099,HOA1
2025310099,CITZ
2025310100,FMAT
2025310100,DSA1
2025310100,DSYS
2025310100,ITE
2025310100,ENG1
2025310100,CTCS
2025310100,OOP
2025310100,LINUX
2025310100,LINALG
2025310100,MANAL1
2025310100,STAT
2025310100,ENG2
2025310100,HOA1
2025310100,CITZ
2025310101,FMAT
2025310101,DSA1
2025310101,DSYS
2025310101,ITE
2025310101,ENG1
2025310101,CTCS
2025310101,OOP
2025310101,LINUX
2025310101,LINALG
2025310101,MANAL1
2025310101,STAT
2025310101,ENG2
2025310101,HOA1
2025310101,CITZ
2025310102,FMAT
2025310102,DSA1
2025310102,DSYS
2025310102,ITE
2025310102,ENG1
